grid_id,latitude,longitude,total_detections,active_days,avg_frp,max_frp,median_frp,frp_std,avg_brightness,max_brightness,avg_confidence,satellite_count,active_months,active_years,years_with_activity,avg_yearly_detections,max_yearly_detections,yearly_detection_std,recurrence_ratio,persistent_months,avg_monthly_detections,max_monthly_detections,satellite_types,snpp_detections,noaa20_detections,noaa21_detections,multi_satellite_activity,detections_30d,active_days_30d,avg_frp_30d,max_frp_30d,detections_90d,active_days_90d,avg_frp_90d,max_frp_90d,seasonal_peak,seasonal_mean,seasonal_std,seasonality_strength,detections_per_active_day,recent_activity_ratio,frp_intensity_ratio,persistence_ratio
25.45_76.55,25.4764753067186,76.58101163583252,1027,142,10.05,128.14,7.18,11.75914296117999,341.1587828627069,367.0,58.97760467380721,3,23,7,7,146.71428571428572,229,62.55587978150491,1.0,23,44.65217391304348,192,3,428,414,185,1,0,0,0.0,0.0,0,0,0.0,0.0,701,256.75,308.5507791812125,2.730282375851996,7.232394366197183,0.0,12.747395787927925,1.0
25.85_78.25,25.871287671905694,78.27279248526523,1018,191,6.73,105.51,4.45,8.917926836535713,334.57846758349706,367.0,57.81925343811395,3,25,7,7,145.42857142857142,279,78.60631260243913,1.0,25,40.72,174,3,405,406,207,1,0,0,0.0,0.0,0,0,0.0,0.0,507,203.6,211.6619946990957,2.490176817288801,5.329842931937173,0.0,15.677837752626615,1.0
25.50_76.55,25.52399039447732,76.57474453648915,1014,166,7.95,75.93,5.975,7.0885246708071135,340.1592110453649,367.0,56.89349112426036,3,25,7,7,144.85714285714286,290,84.97338518898839,1.0,25,40.56,206,3,395,422,197,1,0,0,0.0,0.0,0,0,0.0,0.0,631,202.8,250.14635715916395,3.111439842209073,6.108433734939759,0.0,9.55075383367281,1.0
25.15_83.75,25.17343465875371,83.77292050445104,1011,198,6.18,72.4,3.97,7.780555598915721,333.5602571711177,367.0,58.6053412462908,3,26,7,7,144.42857142857142,239,52.500340134952594,1.0,26,38.88461538461539,144,3,407,426,178,1,0,0,0.0,0.0,0,0,0.0,0.0,463,202.2,224.50768361016068,2.2898120672601388,5.106060606060606,0.0,11.716429258579266,1.0
25.85_78.60,25.874237768924303,78.62433001992032,1004,161,6.87,73.58,5.17,6.0009535636732325,339.6758466135458,367.0,57.04183266932271,3,25,7,7,143.42857142857142,318,96.46045328329662,1.0,25,40.16,262,3,371,456,177,1,0,0,0.0,0.0,0,0,0.0,0.0,758,167.33333333333334,293.4080207947061,4.529880478087649,6.236024844720497,0.0,10.707385301287944,1.0
30.25_75.15,30.273941656686624,75.17473088822355,1002,327,5.04,40.57,3.28,5.090716096708536,327.5342215568862,367.0,58.05389221556887,3,36,7,7,143.14285714285714,338,97.67024209285134,1.0,36,27.83333333333333,142,3,403,457,142,1,0,0,0.0,0.0,0,0,0.0,0.0,408,100.2,137.83629581661154,4.07185628742515,3.0642201834862384,0.0,8.049890096833602,1.0
25.15_83.85,25.177127152847152,83.87720574425575,1001,177,5.5,73.82,3.55,7.399053434829925,331.8302297702298,367.0,56.463536463536464,3,21,7,7,143.0,247,58.315235287758775,1.0,21,47.66666666666666,158,3,384,444,173,1,0,0,0.0,0.0,0,0,0.0,0.0,665,250.25,296.2278121086315,2.657342657342657,5.655367231638418,0.0,13.417212145862194,1.0
24.70_75.95,24.715199396984925,75.95308858291456,995,775,1.08,15.1,0.95,0.8002805435367956,303.00038190954774,367.0,59.96984924623116,3,71,7,7,142.14285714285714,198,39.14685415810816,1.0,71,14.014084507042254,52,3,394,435,166,1,0,0,0.0,1.6,4,4,2.66,4.3,182,82.91666666666667,60.75054557679946,2.194974874371859,1.2838709677419355,0.0,13.945922364341806,1.0
25.45_76.60,25.47313386248736,76.62198119312437,989,170,8.87,68.39,6.06,9.130061862259836,340.2479271991911,367.0,58.8169868554095,3,24,7,7,141.28571428571428,250,79.96814842113554,1.0,24,41.208333333333336,200,3,401,419,169,1,0,0,0.0,0.0,0,0,0.0,0.0,678,164.83333333333334,260.9025999614926,4.11324570273003,5.817647058823529,0.0,7.706631071855032,1.0
25.15_83.80,25.1717299695122,83.82771772357724,984,199,5.21,86.89,3.315,6.87173744229005,330.80324186991874,367.0,57.71341463414634,3,26,7,7,140.57142857142858,245,61.878529240378526,1.0,26,37.84615384615385,134,3,402,391,191,1,0,0,0.0,0.0,0,0,0.0,0.0,546,196.8,242.4473138642703,2.774390243902439,4.944723618090452,0.0,16.672860017784437,1.0
25.95_78.15,25.9713904912999,78.17409135107472,977,180,6.5,99.03,4.32,7.541196348069974,336.21016376663255,367.0,57.81985670419652,3,26,7,7,139.57142857142858,193,45.65397807733423,1.0,26,37.57692307692308,111,3,413,414,150,1,0,0,0.0,0.0,0,0,0.0,0.0,532,162.83333333333334,200.807785373642,3.267144319344933,5.427777777777778,0.0,15.238528064209769,1.0
25.40_76.60,25.428925067079465,76.62478370485036,969,169,9.13,115.35,6.63,9.815952503911657,339.8817440660474,367.0,57.77089783281734,3,24,7,7,138.42857142857142,247,79.5148982745941,1.0,24,40.375,195,3,411,388,170,1,0,0,0.0,0.0,0,0,0.0,0.0,590,193.8,238.55334833114367,3.04437564499484,5.733727810650888,0.0,12.637315611372594,1.0
25.20_83.80,25.226521511387165,83.82779884057972,966,176,6.06,99.94,3.965,8.223316448794078,334.3819461697723,367.0,57.36024844720497,3,21,7,7,138.0,228,57.19848482841714,1.0,21,46.0,141,3,389,392,185,1,0,0,0.0,0.0,0,0,0.0,0.0,572,241.5,251.02523113557064,2.368530020703934,5.488636363636363,0.0,16.47829396764492,1.0
26.05_78.70,26.07135483870968,78.72660730489075,961,178,8.68,83.08,5.87,9.322578523609634,339.4848283038501,367.0,56.409989594172735,3,26,7,7,137.28571428571428,255,79.23954039433067,1.0,26,36.96153846153846,165,3,357,398,206,1,0,0,0.0,0.0,0,0,0.0,0.0,548,192.2,223.20999081582343,2.851196670135276,5.398876404494382,0.0,9.574608062877832,1.0
24.05_80.60,24.05477559375,80.613696875,960,749,1.67,27.88,1.14,2.3289497948846645,306.13295833333336,367.0,59.21875,3,75,7,7,137.14285714285714,233,45.572025671562194,1.0,75,12.8,51,3,394,425,141,1,0,0,0.0,0.0,3,3,1.58,1.89,151,80.0,52.83421756262266,1.8875,1.2817089452603472,0.0,16.69679785900099,1.0
25.90_78.65,25.92240044117647,78.6767693697479,952,201,6.61,93.15,4.755,7.75002867558735,338.78769957983195,367.0,56.94327731092437,3,26,7,7,136.0,267,79.55501241279521,1.0,26,36.61538461538461,172,3,381,396,175,1,0,0,0.0,0.0,0,0,0.0,0.0,568,190.4,217.47022784739983,2.9831932773109244,4.736318407960199,0.0,14.083332274581052,1.0
27.65_82.50,27.677111840168244,82.52338391167193,951,102,3.94,17.9,2.99,3.2147494559155048,327.12594111461624,367.0,55.93059936908517,3,15,7,7,135.85714285714286,187,48.074347183740905,1.0,15,63.4,172,3,391,384,176,1,0,0,0.0,0.0,0,0,0.0,0.0,858,317.0,470.4434078611369,2.706624605678233,9.323529411764708,0.0,4.537528188123404,1.0
25.85_78.00,25.87298348148148,78.0281391111111,945,215,6.34,72.52,4.4,6.472021808005054,337.07748148148147,367.0,57.87301587301587,3,27,7,7,135.0,189,49.65883607174055,1.0,27,35.0,130,3,398,413,134,1,0,0,0.0,0.0,0,0,0.0,3.34,568,157.5,211.63624453292493,3.6063492063492064,4.395348837209302,0.0,11.441923365890307,1.0
25.70_76.65,25.72558538135593,76.67735911016949,944,164,6.92,56.61,5.335,6.143215654401761,339.3693220338983,367.0,57.139830508474574,3,23,7,7,134.85714285714286,217,63.0962982839949,1.0,23,41.04347826086956,183,3,383,411,150,1,0,0,0.0,0.0,0,0,0.0,0.0,654,236.0,282.4216705566342,2.7711864406779663,5.7560975609756095,0.0,8.186300161152948,1.0
25.20_84.05,25.21985622881356,84.07491433262712,944,191,5.46,61.93,3.615,6.220377964410682,332.9749894067797,367.0,56.69491525423729,3,26,7,7,134.85714285714286,255,59.91780083700383,1.0,26,36.30769230769231,168,3,343,413,188,1,0,0,0.0,0.0,0,0,0.0,0.0,595,188.8,251.5376711349614,3.1514830508474576,4.942408376963351,0.0,11.344273619705708,1.0
25.85_78.10,25.877189180851065,78.12271378723403,940,208,6.8,92.55,4.845,7.709722245880599,337.6926914893617,367.0,57.41489361702128,3,30,7,7,134.28571428571428,236,65.90830571259409,1.0,30,31.33333333333333,159,3,357,414,169,1,0,0,0.0,0.0,0,0,0.0,0.0,572,134.28571428571428,205.23784112237055,4.259574468085106,4.519230769230769,0.0,13.611294948157951,1.0
25.20_83.95,25.22663824093817,83.97571995735608,938,166,6.19,177.53,3.66,9.544390747416468,332.68196162046905,367.0,57.50533049040512,3,21,7,7,134.0,220,53.38226921616078,1.0,21,44.66666666666666,147,3,350,386,202,1,0,0,0.0,0.0,1,1,9.56,9.56,552,187.6,242.32375038365512,2.942430703624733,5.650602409638554,0.0,28.701286121538654,1.0
25.20_83.85,25.221975197438635,83.87588110992529,937,172,5.76,121.24,3.54,8.850447898985728,332.1060085378869,367.0,57.59871931696905,3,24,7,7,133.85714285714286,210,54.63951125766217,1.0,24,39.04166666666666,149,3,366,377,194,1,0,0,0.0,0.0,0,0,0.0,0.0,582,187.4,255.0290179567808,3.1056563500533616,5.447674418604652,0.0,21.03808645473368,1.0
30.50_75.30,30.524949175588866,75.32620042826552,934,191,8.04,83.08,6.075,7.356837558057165,341.35297644539617,367.0,57.14132762312634,3,27,7,7,133.42857142857142,246,72.92200660718991,1.0,27,34.592592592592595,179,3,411,438,85,1,0,0,0.0,0.0,0,0,0.0,0.0,550,155.66666666666666,217.1171726664353,3.5331905781584583,4.890052356020942,0.0,10.330485673167423,1.0
25.95_78.65,25.978533062770563,78.67283816017316,924,178,7.29,94.37,5.16,7.981896885780149,340.14949134199134,367.0,56.42857142857143,3,24,7,7,132.0,233,79.51519770878186,1.0,24,38.5,196,3,418,344,162,1,0,0,0.0,0.0,0,0,0.0,0.0,598,184.8,239.93582475320352,3.235930735930736,5.191011235955056,0.0,12.940999775901552,1.0
28.10_81.95,28.12474267605634,81.97458989165764,923,79,3.35,63.0,2.32,4.303051753879012,320.216923076923,367.0,57.33477789815818,3,12,7,7,131.85714285714286,282,92.0695906573366,1.0,12,76.91666666666667,282,3,346,406,171,1,0,0,0.0,0.0,0,0,0.0,0.0,663,230.75,295.8517365167898,2.8732394366197185,11.683544303797468,0.0,18.80092341118957,1.0
25.55_76.65,25.574772632719394,76.68147700975082,923,184,8.98,158.76,5.5,12.02423817538751,338.9046045503792,367.0,57.23726977248104,3,27,7,7,131.85714285714286,255,75.40872754844887,1.0,27,34.18518518518518,167,3,367,387,169,1,0,0,0.0,0.0,0,0,0.0,0.0,493,153.83333333333334,201.07453012917043,3.2047670639219934,5.016304347826087,0.0,17.669971095791464,1.0
28.30_81.60,28.324315488069413,81.62391598698481,922,81,3.11,31.6,2.52,2.432075761911256,320.91043383947937,367.0,56.22559652928417,3,13,6,6,153.66666666666666,215,51.98333066153676,0.8571428571428571,13,70.92307692307692,192,3,370,389,163,1,0,0,0.0,0.0,0,0,0.0,0.0,832,230.5,401.3016321920458,3.6095444685466376,11.382716049382717,0.0,10.14697073123163,1.0
25.85_78.15,25.87561448313384,78.17281019586507,919,219,6.89,55.99,5.0,5.9950508408467975,339.505810663765,367.0,58.36779107725789,3,26,7,7,131.28571428571428,242,62.32365598420952,1.0,26,35.34615384615385,159,3,397,369,153,1,0,0,0.0,0.0,3,2,6.14,10.59,589,131.28571428571428,211.5606408619164,4.486398258977149,4.19634703196347,0.0,8.13070004392854,1.0
28.35_81.50,28.372591763417304,81.52481599123769,913,82,2.84,18.7,2.36,1.9422411650369396,317.9144797371303,367.0,57.17415115005476,3,10,6,6,152.16666666666666,245,60.1777921385179,0.8571428571428571,10,91.3,245,3,382,359,172,1,0,0,0.0,0.0,0,0,0.0,0.0,757,304.3333333333333,397.2106913633284,2.487404162102957,11.134146341463415,0.0,6.579584255027245,1.0
27.10_82.85,27.12559372118551,82.87633243688255,911,114,5.14,78.05,2.26,8.430970317242451,324.5333369923161,367.0,58.386388583973655,3,20,7,7,130.14285714285714,191,57.25797927342696,1.0,20,45.55,183,3,358,414,139,1,0,0,0.0,0.0,0,0,0.0,0.0,841,182.2,368.9548752896484,4.615806805708013,7.991228070175438,0.0,15.17413099892442,1.0
31.05_75.05,31.07306401982379,75.07438094713656,908,160,9.16,76.85,6.55,8.482275123824143,342.54910792951546,367.0,58.28193832599119,3,22,7,7,129.71428571428572,241,67.62079139267321,1.0,22,41.27272727272727,161,3,394,430,84,1,0,0,0.0,0.0,0,0,0.0,0.0,465,151.33333333333334,207.6753877248497,3.0726872246696035,5.675,0.0,8.388517627598278,1.0
30.50_75.00,30.52456407284768,75.02346119205298,906,172,8.15,76.78,6.115,7.258577745906491,341.39495584988964,367.0,59.271523178807946,3,23,7,7,129.42857142857142,279,95.68151535668936,1.0,23,39.391304347826086,217,3,404,465,37,1,0,0,0.0,0.0,0,0,0.0,0.0,685,181.2,288.51377783391905,3.7803532008830025,5.267441860465116,0.0,9.422594391632147,1.0
25.95_78.30,25.973846190476188,78.32470210409745,903,200,6.35,66.32,4.13,7.943721802159787,334.8064119601329,367.0,57.27574750830565,3,21,7,7,129.0,207,58.74521257089806,1.0,21,43.0,159,3,360,369,174,1,0,0,0.0,0.0,0,0,0.0,0.0,499,180.6,199.22801007890436,2.763012181616833,4.515,0.0,10.45036392286336,1.0
30.25_75.10,30.27266498886414,75.12583138084634,898,169,8.1,95.9,5.565,7.623129366550077,340.66143652561243,367.0,57.795100222717146,3,19,7,7,128.28571428571428,278,96.43255723684868,1.0,19,47.26315789473684,225,3,420,436,42,1,0,0,0.0,0.0,0,0,0.0,0.0,638,224.5,289.72803339223725,2.8418708240534523,5.313609467455621,0.0,11.833535555625788,1.0
30.40_75.40,30.424940734966597,75.42297925389755,898,154,8.2,53.02,5.815,6.881347360494185,341.0391982182628,367.0,57.99554565701559,3,22,7,7,128.28571428571428,256,90.30266567810403,1.0,22,40.81818181818182,161,3,433,419,46,1,0,0,0.0,0.0,0,0,0.0,0.0,564,224.5,242.8888634746353,2.5122494432071267,5.831168831168832,0.0,6.463474928424136,1.0
28.10_81.90,28.125907982162765,81.92618196209588,897,70,5.29,101.5,2.89,8.62097226186739,326.6172240802676,367.0,56.55518394648829,3,14,6,6,149.5,227,54.0952863011187,0.8571428571428571,14,64.07142857142857,225,3,380,348,169,1,0,0,0.0,0.0,0,0,0.0,0.0,682,179.4,287.17555606283764,3.801560758082497,12.814285714285717,0.0,19.19543840711099,1.0
30.60_74.95,30.626503560267857,74.97470831473215,896,160,9.0,74.56,6.23,8.153722866042058,342.22104910714285,367.0,57.38839285714285,3,20,7,7,128.0,237,74.30118886442307,1.0,20,44.8,194,3,428,398,70,1,0,0,0.0,0.0,0,0,0.0,0.0,570,179.2,250.62661470801535,3.180803571428572,5.6,0.0,8.286993023648145,1.0
25.70_78.05,25.724400989876266,78.076926287964,889,173,5.97,65.53,4.31,5.805171211538514,337.3213048368954,367.0,58.27896512935883,3,23,7,7,127.0,201,66.14126296546405,1.0,23,38.65217391304348,119,3,366,379,144,1,0,0,0.0,0.0,0,0,0.0,0.0,531,148.16666666666666,200.70915939903355,3.5838020247469067,5.138728323699422,0.0,10.977273326826182,1.0
25.30_83.80,25.32039283783784,83.82645521396397,888,179,6.28,89.05,4.16,8.772517598041482,335.7794481981982,367.0,57.7027027027027,3,24,7,7,126.85714285714286,205,56.13504125893965,1.0,24,37.0,123,3,380,358,150,1,0,0,0.0,0.0,0,0,0.0,0.0,398,177.6,198.0739760796456,2.240990990990991,4.960893854748603,0.0,14.190343738503916,1.0
29.95_75.65,29.97403320945946,75.6756425563063,888,171,7.35,73.39,5.645,6.219658901669657,340.71768018018014,367.0,58.51351351351352,3,22,7,7,126.85714285714286,253,88.58410047600448,1.0,22,40.36363636363637,184,3,393,454,41,1,0,0,0.0,0.0,0,0,0.0,0.0,622,222.0,270.10615197239275,2.8018018018018016,5.192982456140351,0.0,9.98783442682495,1.0
25.75_76.55,25.771004401805868,76.57391551918735,886,164,6.44,61.35,4.84,5.853514519656524,337.87556433408577,367.0,57.02031602708804,3,26,7,7,126.57142857142856,279,89.31191996379344,1.0,26,34.07692307692308,168,3,323,355,208,1,0,0,0.0,0.0,0,0,0.0,0.0,537,177.2,226.2326236421264,3.0304740406320545,5.402439024390244,0.0,9.53048976135246,1.0
25.20_83.65,25.221430101694917,83.67398291525423,885,175,4.96,51.12,3.27,5.382976909623582,330.77441807909605,367.0,57.32203389830509,3,25,7,7,126.42857142857144,243,71.37893513462063,1.0,25,35.4,123,3,317,394,174,1,0,0,0.0,0.0,0,0,0.0,0.0,488,177.0,213.4982435524939,2.7570621468926557,5.057142857142857,0.0,10.299764368404878,1.0
28.05_81.95,28.076022210884357,81.97662530612246,882,62,4.45,70.47,2.96,5.798710006470757,327.1967006802721,367.0,54.965986394557824,3,13,7,7,126.0,230,92.2767576370128,1.0,13,67.84615384615384,223,3,362,335,185,1,0,0,0.0,0.0,0,0,0.0,0.0,687,147.0,269.87182142639494,4.673469387755102,14.225806451612904,0.0,15.853606527688855,1.0
26.90_82.85,26.92472145124716,82.87832037414967,882,137,5.09,165.22,2.02,12.147478374595538,322.86955782312924,367.0,58.29931972789116,3,19,7,7,126.0,209,65.83059066016853,1.0,19,46.42105263157895,193,3,335,377,170,1,0,0,0.0,0.0,0,0,0.0,0.0,756,220.5,360.01342567558044,3.4285714285714284,6.437956204379562,0.0,32.48816506705013,1.0
25.90_78.70,25.92394018161181,78.72352053348467,881,195,8.83,107.23,4.97,14.025507004731004,338.5844835414302,367.0,58.12712826333712,3,26,7,7,125.85714285714286,275,90.8101106181255,1.0,26,33.88461538461539,183,3,372,331,178,1,0,0,0.0,0.0,0,0,0.0,0.0,534,176.2,210.2978839646277,3.030646992054484,4.517948717948718,0.0,12.147669276576265,1.0
25.80_78.05,25.82880637813212,78.07225621867882,878,178,6.07,180.91,4.15,8.798488549929514,337.47677676537586,367.0,56.51480637813212,3,23,7,7,125.42857142857144,239,68.72131436184154,1.0,23,38.17391304347826,170,3,350,384,144,1,0,0,0.0,0.0,0,0,0.0,0.0,592,175.6,241.8745542631552,3.3712984054669706,4.932584269662922,0.0,29.801437547725943,1.0
27.25_82.65,27.275686298405468,82.67497828018223,878,110,3.81,47.94,2.22,4.831012298804063,323.06364464692484,367.0,57.642369020501135,3,18,7,7,125.42857142857144,218,63.123838980364994,1.0,18,48.77777777777778,211,3,318,391,169,1,0,0,0.0,0.0,0,0,0.0,0.0,835,219.5,410.600779346557,3.8041002277904328,7.981818181818181,0.0,12.57609809586696,1.0
25.50_76.65,25.52653097142857,76.67696735999999,875,178,8.11,126.6,5.27,9.847676797602366,338.76892571428573,367.0,56.88,3,27,7,7,125.0,248,87.19136042827485,1.0,27,32.407407407407405,180,3,350,357,168,1,0,0,0.0,0.0,0,0,0.0,0.0,487,145.83333333333334,184.11454767797863,3.3394285714285714,4.915730337078652,0.0,15.613812039443635,1.0
30.45_74.75,30.474477691428568,74.7745615657143,875,174,10.05,75.57,6.69,9.853180227441428,342.04850285714286,367.0,58.457142857142856,3,20,7,7,125.0,229,73.20519107276479,1.0,20,43.75,188,3,390,413,72,1,0,0,0.0,0.0,0,0,0.0,0.0,583,175.0,248.5668924052437,3.3314285714285714,5.028735632183908,0.0,7.518103480620832,1.0
25.05_83.80,25.07675239954076,83.82809684270953,871,181,6.52,213.96,3.85,12.388450352155534,332.5026176808267,367.0,58.07118254879449,3,25,7,7,124.42857142857144,248,72.70684778124901,1.0,25,34.84,138,3,327,347,197,1,0,0,0.0,0.0,0,0,0.0,0.0,502,217.75,227.45310872060347,2.3053960964408726,4.8121546961325965,0.0,32.82965181316116,1.0
31.00_74.60,31.023278874856487,74.6267457749713,871,204,8.71,102.42,6.15,7.956811022961372,341.5997129735936,367.0,57.52009184845006,3,31,7,7,124.42857142857144,203,65.47991331407707,1.0,31,28.096774193548388,155,3,365,416,90,1,0,0,0.0,0.0,0,0,0.0,0.0,344,96.77777777777776,143.05311756282856,3.5545350172215846,4.269607843137255,0.0,11.75802988544834,1.0
25.95_78.25,25.96908514942529,78.27472777011495,870,201,6.4,92.4,4.68,6.098581290274305,336.352908045977,367.0,58.41379310344828,3,31,7,7,124.28571428571428,216,61.312625903953055,1.0,31,28.06451612903226,121,3,373,345,152,1,0,0,0.0,0.0,0,0,0.0,0.0,495,96.66666666666669,160.7070315823175,5.120689655172414,4.328358208955224,0.0,14.440586260353776,1.0
31.00_74.65,31.026923979238752,74.67438485582468,867,202,8.46,88.65,5.98,8.386813676839747,341.4282814302192,367.0,57.266435986159166,3,23,7,7,123.85714285714286,178,46.401970401512656,1.0,23,37.69565217391305,114,3,367,410,90,1,0,0,0.0,0.0,0,0,0.0,0.0,369,144.5,163.3030924385696,2.55363321799308,4.292079207920792,0.0,10.4752815435798,1.0
30.40_74.70,30.42565240184757,74.72531084295612,866,173,7.99,64.77,6.03,6.989213259006262,340.61793302540417,367.0,58.33718244803695,3,19,7,7,123.71428571428572,240,91.10930118217767,1.0,19,45.578947368421055,210,3,415,414,37,1,0,0,0.0,0.0,0,0,0.0,0.0,641,216.5,290.8567803346978,2.960739030023095,5.005780346820809,0.0,8.10152394240477,1.0
25.25_83.85,25.274057976878613,83.87183270520232,865,175,6.09,73.39,3.94,7.607465372663546,334.2479306358382,367.0,58.16184971098266,3,28,7,7,123.57142857142856,220,53.519021985511976,1.0,28,30.892857142857142,130,3,333,368,164,1,0,0,0.0,0.0,0,0,0.0,0.0,485,123.57142857142856,193.4061849604412,3.92485549132948,4.942857142857143,0.0,12.047747014269635,1.0
30.05_75.80,30.073966516203704,75.8247477199074,864,159,8.32,83.75,5.83,8.567744511424618,340.8190740740741,367.0,58.78472222222222,3,26,7,7,123.42857142857144,233,81.89191482854528,1.0,26,33.23076923076923,129,3,425,393,46,1,0,0,0.0,0.0,0,0,0.0,0.0,497,216.0,212.34876971623828,2.300925925925926,5.433962264150943,0.0,10.06952368759428,1.0
28.15_81.90,28.173391960556845,81.92395240139211,862,76,2.89,14.6,2.29,2.034011097528092,321.45174013921115,367.0,55.92807424593968,3,10,6,6,143.66666666666666,197,55.35220561700019,0.8571428571428571,10,86.2,194,3,374,330,158,1,0,0,0.0,0.0,0,0,0.0,0.0,739,172.4,318.04685189449685,4.286542923433875,11.342105263157896,0.0,5.049166910729259,1.0
30.65_75.00,30.674756519721576,75.02502460556845,862,181,8.36,43.43,6.365,6.40195577760964,342.0598955916473,367.0,56.72853828306265,3,20,7,7,123.14285714285714,205,57.2405117943244,1.0,20,43.1,170,3,384,408,70,1,0,0,0.0,0.0,0,0,0.0,0.0,492,215.5,238.9274645856632,2.2830626450116007,4.762430939226519,0.0,5.191971696791758,1.0
30.95_74.70,30.97417364269141,74.72478345707657,862,220,8.4,98.78,5.73,9.35016876091511,341.14764501160096,367.0,57.49419953596288,3,23,7,7,123.14285714285714,199,58.13612924687646,1.0,23,37.47826086956522,129,3,395,401,66,1,0,0,0.0,0.0,0,0,0.0,0.0,375,172.4,162.96257239010436,2.1751740139211138,3.918181818181818,0.0,11.763341599375558,1.0
